investor_id,sip_count,avg_gap_days,risk_status
INV002786,6,76.33333333333333,At-Risk
INV002793,6,59.333333333333336,At-Risk
INV002794,6,56.166666666666664,At-Risk
INV002799,5,70.8,At-Risk
INV002800,6,63.5,At-Risk
INV002803,6,64.83333333333333,At-Risk
INV002804,7,59.857142857142854,At-Risk
INV002808,6,59.666666666666664,At-Risk
INV002809,5,81.4,At-Risk
INV002810,7,32.285714285714285,Regular
INV002813,6,49.0,At-Risk
INV002822,6,53.0,At-Risk
INV002824,6,71.83333333333333,At-Risk
INV002826,5,61.6,At-Risk
INV002827,5,73.6,At-Risk
INV002828,5,80.0,At-Risk
INV002831,5,40.2,At-Risk
INV002835,6,82.33333333333333,At-Risk
INV002838,7,56.714285714285715,At-Risk
INV002841,5,43.4,At-Risk
INV002843,7,43.142857142857146,At-Risk
INV002847,9,52.666666666666664,At-Risk
INV002850,6,53.166666666666664,At-Risk
INV002852,5,75.8,At-Risk
INV002859,6,76.5,At-Risk
INV002863,5,74.4,At-Risk
INV002865,5,37.2,At-Risk
INV002870,5,48.2,At-Risk
INV002872,5,85.6,At-Risk
INV002873,5,98.2,At-Risk
INV002879,6,72.16666666666667,At-Risk
INV002881,5,43.6,At-Risk
INV002883,5,96.0,At-Risk
INV002886,6,44.333333333333336,At-Risk
INV002891,7,72.71428571428571,At-Risk
INV002893,8,50.0,At-Risk
INV002900,5,64.2,At-Risk
INV002903,5,89.6,At-Risk
INV002904,6,49.333333333333336,At-Risk
INV002905,5,73.0,At-Risk
INV002906,5,41.2,At-Risk
INV002909,6,82.33333333333333,At-Risk
INV002912,5,97.0,At-Risk
INV002913,6,73.66666666666667,At-Risk
INV002915,7,49.285714285714285,At-Risk
INV002921,6,53.333333333333336,At-Risk
INV002927,7,40.285714285714285,At-Risk
INV002935,6,48.0,At-Risk
INV002937,6,67.16666666666667,At-Risk
INV002939,6,60.5,At-Risk
INV002942,8,55.5,At-Risk
INV002945,7,65.0,At-Risk
INV002947,6,64.16666666666667,At-Risk
INV002950,7,45.857142857142854,At-Risk
INV002951,6,51.833333333333336,At-Risk
INV002961,6,84.66666666666667,At-Risk
INV002974,6,51.333333333333336,At-Risk
INV002984,5,91.0,At-Risk
INV002989,5,86.6,At-Risk
INV002994,6,58.166666666666664,At-Risk
INV003000,6,67.0,At-Risk
INV003003,8,58.25,At-Risk
INV003005,7,53.142857142857146,At-Risk
INV003007,8,48.25,At-Risk
INV003009,8,38.125,At-Risk
INV003011,6,64.16666666666667,At-Risk
INV003014,5,82.4,At-Risk
INV003015,6,54.666666666666664,At-Risk
INV003018,5,49.2,At-Risk
INV003022,5,69.6,At-Risk
INV003024,5,44.2,At-Risk
INV003025,7,35.285714285714285,At-Risk
INV003028,5,91.4,At-Risk
INV003034,5,73.4,At-Risk
INV003036,7,57.714285714285715,At-Risk
INV003037,6,79.5,At-Risk
INV003040,5,74.0,At-Risk
INV003043,6,73.83333333333333,At-Risk
INV003044,6,71.16666666666667,At-Risk
INV003045,5,36.2,At-Risk
INV003047,7,70.14285714285714,At-Risk
INV003054,6,78.66666666666667,At-Risk
INV003060,6,79.0,At-Risk
INV003063,6,57.833333333333336,At-Risk
INV003070,8,54.5,At-Risk
INV003074,5,74.8,At-Risk
INV003075,7,57.42857142857143,At-Risk
INV003078,6,69.16666666666667,At-Risk
INV003082,7,46.42857142857143,At-Risk
INV003083,5,66.4,At-Risk
INV003089,5,65.0,At-Risk
INV003091,8,50.875,At-Risk
INV003095,5,86.6,At-Risk
INV003097,7,62.714285714285715,At-Risk
INV003105,6,65.5,At-Risk
INV003112,5,91.6,At-Risk
INV003113,7,66.85714285714286,At-Risk
INV003115,5,48.0,At-Risk
INV003117,7,66.57142857142857,At-Risk
INV003134,6,76.83333333333333,At-Risk
INV003139,6,55.166666666666664,At-Risk
INV003140,7,57.0,At-Risk
INV003141,6,67.5,At-Risk
INV003144,6,82.5,At-Risk
INV003146,8,59.5,At-Risk
INV003151,5,81.0,At-Risk
INV003153,6,40.666666666666664,At-Risk
INV003158,8,55.625,At-Risk
INV003161,5,77.4,At-Risk
INV003169,5,62.6,At-Risk
INV003178,5,56.4,At-Risk
INV003179,8,56.25,At-Risk
INV003185,5,65.2,At-Risk
INV003187,8,58.25,At-Risk
INV003189,8,55.125,At-Risk
INV003191,5,76.8,At-Risk
INV003193,5,96.6,At-Risk
INV003196,6,80.33333333333333,At-Risk
INV003205,6,67.66666666666667,At-Risk
INV003210,5,72.2,At-Risk
INV003211,6,69.0,At-Risk
INV003214,5,59.8,At-Risk
INV003215,6,60.833333333333336,At-Risk
INV003219,5,57.2,At-Risk
INV003221,6,61.166666666666664,At-Risk
INV003222,6,81.5,At-Risk
INV003223,7,67.71428571428571,At-Risk
INV003228,6,70.16666666666667,At-Risk
INV003230,6,67.5,At-Risk
INV003231,6,83.0,At-Risk
INV003234,5,96.6,At-Risk
INV003236,8,51.125,At-Risk
INV003242,6,61.0,At-Risk
INV003247,5,84.6,At-Risk
INV003252,5,67.6,At-Risk
INV003256,6,51.0,At-Risk
INV003257,5,61.8,At-Risk
INV003260,5,89.4,At-Risk
INV003262,5,85.2,At-Risk
INV003267,5,74.4,At-Risk
INV003271,6,61.166666666666664,At-Risk
INV003273,7,60.142857142857146,At-Risk
INV003277,7,53.714285714285715,At-Risk
INV003279,8,63.375,At-Risk
INV003289,6,64.83333333333333,At-Risk
INV003300,5,64.8,At-Risk
INV003301,8,59.375,At-Risk
INV003304,9,44.22222222222222,At-Risk
INV003308,8,56.75,At-Risk
INV003310,5,80.8,At-Risk
INV003311,8,48.0,At-Risk
INV003314,6,73.5,At-Risk
INV003317,7,44.142857142857146,At-Risk
INV003320,7,45.285714285714285,At-Risk
INV003325,5,101.0,At-Risk
INV003329,5,89.0,At-Risk
INV003336,6,72.33333333333333,At-Risk
INV003338,8,37.5,At-Risk
INV003344,5,86.6,At-Risk
INV003350,5,92.4,At-Risk
INV003351,5,54.0,At-Risk
INV003352,7,68.14285714285714,At-Risk
INV003357,5,62.4,At-Risk
INV003360,7,59.42857142857143,At-Risk
INV003370,6,63.333333333333336,At-Risk
INV003372,5,59.4,At-Risk
INV003374,6,56.5,At-Risk
INV003375,7,52.714285714285715,At-Risk
INV003376,5,85.8,At-Risk
INV003379,6,75.16666666666667,At-Risk
INV003380,5,72.4,At-Risk
INV003382,5,34.2,Regular
INV003391,5,56.6,At-Risk
INV003393,7,63.714285714285715,At-Risk
INV003395,5,79.0,At-Risk
INV003398,7,55.42857142857143,At-Risk
INV003403,5,56.6,At-Risk
INV003404,7,50.285714285714285,At-Risk
INV003405,7,41.0,At-Risk
INV003406,7,59.0,At-Risk
INV003407,7,57.42857142857143,At-Risk
INV003422,6,84.66666666666667,At-Risk
INV003424,6,73.16666666666667,At-Risk
INV003427,5,84.2,At-Risk
INV003430,5,73.4,At-Risk
INV003431,5,51.4,At-Risk
INV003432,6,61.333333333333336,At-Risk
INV003435,6,73.83333333333333,At-Risk
INV003437,5,91.2,At-Risk
INV003448,6,74.5,At-Risk
INV003450,9,47.666666666666664,At-Risk
INV003455,6,35.5,At-Risk
INV003457,6,60.5,At-Risk
INV003458,7,67.85714285714286,At-Risk
INV003459,5,59.4,At-Risk
INV003473,5,95.8,At-Risk
INV003475,8,56.0,At-Risk
INV003478,8,56.625,At-Risk
INV003479,7,65.71428571428571,At-Risk
INV003480,5,82.4,At-Risk
INV003484,5,73.8,At-Risk
INV003487,5,70.6,At-Risk
INV003491,8,59.125,At-Risk
INV003492,5,90.8,At-Risk
INV003495,9,49.22222222222222,At-Risk
INV003506,6,67.0,At-Risk
INV003509,8,60.875,At-Risk
INV003511,7,65.57142857142857,At-Risk
INV003514,5,74.2,At-Risk
INV003518,5,67.8,At-Risk
INV003521,5,89.0,At-Risk
INV003524,6,64.16666666666667,At-Risk
INV003526,5,88.2,At-Risk
INV003528,8,58.625,At-Risk
INV003530,5,51.0,At-Risk
INV003531,5,76.4,At-Risk
INV003534,7,52.714285714285715,At-Risk
INV003545,5,90.0,At-Risk
INV003556,5,77.6,At-Risk
INV003557,5,66.4,At-Risk
INV003558,6,39.166666666666664,At-Risk
INV003559,9,48.333333333333336,At-Risk
INV003562,6,80.5,At-Risk
INV003564,7,71.0,At-Risk
INV003580,6,72.16666666666667,At-Risk
INV003581,7,51.285714285714285,At-Risk
INV003582,6,49.333333333333336,At-Risk
INV003586,7,54.285714285714285,At-Risk
INV003592,5,75.6,At-Risk
INV003593,5,78.2,At-Risk
INV003598,7,68.0,At-Risk
INV003599,5,50.0,At-Risk
INV003601,8,45.25,At-Risk
INV003604,5,90.2,At-Risk
INV003607,5,70.4,At-Risk
INV003611,6,68.83333333333333,At-Risk
INV003613,7,67.42857142857143,At-Risk
INV003619,5,72.0,At-Risk
INV003625,5,62.4,At-Risk
INV003627,6,59.166666666666664,At-Risk
INV003630,6,52.0,At-Risk
INV003633,5,78.8,At-Risk
INV003634,5,47.8,At-Risk
INV003635,9,47.111111111111114,At-Risk
INV003641,7,67.0,At-Risk
INV003642,6,53.166666666666664,At-Risk
INV003645,5,95.2,At-Risk
INV003649,5,96.8,At-Risk
INV003650,10,33.9,Regular
INV003654,6,60.5,At-Risk
INV003655,9,49.77777777777778,At-Risk
INV003658,7,70.71428571428571,At-Risk
INV003660,5,79.0,At-Risk
INV003669,6,53.5,At-Risk
INV003670,7,70.85714285714286,At-Risk
INV003672,5,77.2,At-Risk
INV003673,7,68.85714285714286,At-Risk
INV003678,5,32.8,Regular
INV003681,8,51.0,At-Risk
INV003683,5,92.4,At-Risk
INV003684,5,98.2,At-Risk
INV003685,5,80.2,At-Risk
INV003686,5,96.6,At-Risk
INV003693,6,71.33333333333333,At-Risk
INV003695,6,51.666666666666664,At-Risk
INV003696,5,75.8,At-Risk
INV003697,6,76.66666666666667,At-Risk
INV003702,6,72.66666666666667,At-Risk
INV003705,5,78.8,At-Risk
INV003707,5,68.6,At-Risk
INV003708,6,60.5,At-Risk
INV003709,5,80.2,At-Risk
INV003710,5,78.6,At-Risk
INV003711,5,72.2,At-Risk
INV003712,5,79.6,At-Risk
INV003713,6,81.5,At-Risk
INV003718,5,91.4,At-Risk
INV003720,5,74.6,At-Risk
INV003722,6,50.666666666666664,At-Risk
INV003723,5,61.8,At-Risk
INV003724,6,68.0,At-Risk
INV003733,5,88.8,At-Risk
INV003734,7,59.0,At-Risk
INV003735,7,45.857142857142854,At-Risk
INV003736,6,77.16666666666667,At-Risk
INV003738,5,50.6,At-Risk
INV003740,6,51.833333333333336,At-Risk
INV003741,6,67.66666666666667,At-Risk
INV003744,5,86.8,At-Risk
INV003745,5,70.2,At-Risk
INV003748,7,56.142857142857146,At-Risk
INV003757,6,81.83333333333333,At-Risk
INV003761,7,51.857142857142854,At-Risk
INV003766,7,65.28571428571429,At-Risk
INV003767,8,47.5,At-Risk
INV003771,9,50.77777777777778,At-Risk
INV003772,8,34.5,Regular
INV003775,5,74.0,At-Risk
INV003779,5,76.4,At-Risk
INV003780,7,57.42857142857143,At-Risk
INV003781,6,64.83333333333333,At-Risk
INV003785,5,74.2,At-Risk
INV003787,8,63.25,At-Risk
INV003793,6,72.33333333333333,At-Risk
INV003795,6,67.66666666666667,At-Risk
INV003811,6,78.66666666666667,At-Risk
INV003812,6,50.833333333333336,At-Risk
INV003813,5,82.2,At-Risk
INV003815,6,72.5,At-Risk
INV003824,6,71.5,At-Risk
INV003825,5,81.2,At-Risk
INV003828,6,30.666666666666668,Regular
INV003829,9,48.55555555555556,At-Risk
INV003830,5,71.4,At-Risk
INV003844,6,68.5,At-Risk
INV003847,7,50.0,At-Risk
INV003849,5,77.2,At-Risk
INV003851,6,57.833333333333336,At-Risk
INV003860,5,46.0,At-Risk
INV003862,6,60.166666666666664,At-Risk
INV003865,6,85.16666666666667,At-Risk
INV003868,5,87.6,At-Risk
INV003872,8,45.375,At-Risk
INV003876,5,77.6,At-Risk
INV003880,7,68.57142857142857,At-Risk
INV003885,5,71.6,At-Risk
INV003892,9,55.22222222222222,At-Risk
INV003896,5,82.0,At-Risk
INV003897,5,71.6,At-Risk
INV003903,7,50.285714285714285,At-Risk
INV003905,6,62.5,At-Risk
INV003906,9,55.111111111111114,At-Risk
INV003912,5,68.6,At-Risk
INV003913,7,61.42857142857143,At-Risk
INV003916,5,67.2,At-Risk
INV003920,7,66.85714285714286,At-Risk
INV003936,5,89.6,At-Risk
INV003938,6,52.5,At-Risk
INV003940,6,70.66666666666667,At-Risk
INV003943,8,42.5,At-Risk
INV003945,6,56.333333333333336,At-Risk
INV003946,6,69.16666666666667,At-Risk
INV003948,6,43.666666666666664,At-Risk
INV003952,6,54.666666666666664,At-Risk
INV003958,5,85.6,At-Risk
INV003962,7,68.71428571428571,At-Risk
INV003964,9,51.22222222222222,At-Risk
INV003968,5,92.4,At-Risk
INV003972,5,84.2,At-Risk
INV003975,7,50.142857142857146,At-Risk
INV003978,7,68.14285714285714,At-Risk
INV003979,7,56.0,At-Risk
INV003981,6,67.66666666666667,At-Risk
INV003985,5,93.0,At-Risk
INV003996,5,95.2,At-Risk
INV004001,7,40.285714285714285,At-Risk
INV004004,9,40.77777777777778,At-Risk
INV004005,6,73.66666666666667,At-Risk
INV004007,6,38.833333333333336,At-Risk
INV004009,7,62.285714285714285,At-Risk
INV004014,8,61.875,At-Risk
INV004015,5,88.0,At-Risk
INV004017,6,40.5,At-Risk
INV004023,9,52.0,At-Risk
INV004037,5,74.6,At-Risk
INV004038,6,71.66666666666667,At-Risk
INV004049,5,48.2,At-Risk
INV004063,7,56.57142857142857,At-Risk
INV004066,6,75.16666666666667,At-Risk
INV004069,5,74.0,At-Risk
INV004070,6,67.66666666666667,At-Risk
INV004079,6,71.33333333333333,At-Risk
INV004085,6,68.33333333333333,At-Risk
INV004091,5,73.6,At-Risk
INV004094,5,55.8,At-Risk
INV004098,5,58.2,At-Risk
INV004099,5,58.8,At-Risk
INV004106,5,55.8,At-Risk
INV004112,5,55.2,At-Risk
INV004116,9,54.888888888888886,At-Risk
INV004118,5,64.6,At-Risk
INV004119,5,73.2,At-Risk
INV004123,5,85.0,At-Risk
INV004124,5,63.8,At-Risk
INV004125,8,61.625,At-Risk
INV004127,5,87.6,At-Risk
INV004128,5,67.2,At-Risk
INV004134,5,35.4,At-Risk
INV004135,9,50.111111111111114,At-Risk
INV004143,5,97.0,At-Risk
INV004145,5,66.2,At-Risk
INV004146,5,88.2,At-Risk
INV004147,5,72.2,At-Risk
INV004149,5,50.2,At-Risk
INV004151,7,63.142857142857146,At-Risk
INV004153,7,60.0,At-Risk
INV004154,11,46.72727272727273,At-Risk
INV004172,7,63.0,At-Risk
INV004174,5,86.6,At-Risk
INV004175,7,67.85714285714286,At-Risk
INV004177,7,45.42857142857143,At-Risk
INV004179,5,71.2,At-Risk
INV004181,5,93.4,At-Risk
INV004191,6,77.16666666666667,At-Risk
INV004196,6,78.33333333333333,At-Risk
INV004199,5,58.2,At-Risk
INV004202,8,47.625,At-Risk
INV004203,7,66.57142857142857,At-Risk
INV004208,5,73.4,At-Risk
INV004212,6,69.33333333333333,At-Risk
INV004216,6,82.0,At-Risk
INV004228,6,72.33333333333333,At-Risk
INV004232,5,71.4,At-Risk
INV004239,7,61.142857142857146,At-Risk
INV004241,9,53.666666666666664,At-Risk
INV004243,7,55.714285714285715,At-Risk
INV004246,6,34.166666666666664,Regular
INV004247,5,87.2,At-Risk
INV004248,6,42.666666666666664,At-Risk
INV004258,6,49.666666666666664,At-Risk
INV004266,6,61.833333333333336,At-Risk
INV004267,6,53.333333333333336,At-Risk
INV004270,6,69.66666666666667,At-Risk
INV004271,5,79.8,At-Risk
INV004279,7,50.285714285714285,At-Risk
INV004281,7,41.714285714285715,At-Risk
INV004282,7,52.857142857142854,At-Risk
INV004285,6,76.16666666666667,At-Risk
INV004288,6,72.83333333333333,At-Risk
INV004289,10,45.9,At-Risk
INV004293,5,81.8,At-Risk
INV004295,8,44.75,At-Risk
INV004296,5,102.2,At-Risk
INV004297,8,41.875,At-Risk
INV004299,7,64.14285714285714,At-Risk
INV004306,6,57.0,At-Risk
INV004308,6,84.66666666666667,At-Risk
INV004314,5,83.0,At-Risk
INV004319,8,60.5,At-Risk
INV004321,8,42.0,At-Risk
INV004324,6,77.66666666666667,At-Risk
INV004326,9,40.111111111111114,At-Risk
INV004332,7,64.71428571428571,At-Risk
INV004335,7,64.42857142857143,At-Risk
INV004338,9,48.888888888888886,At-Risk
INV004340,5,67.8,At-Risk
INV004343,5,63.0,At-Risk
INV004348,5,52.2,At-Risk
INV004349,6,72.5,At-Risk
INV004356,5,30.8,Regular
INV004357,7,72.42857142857143,At-Risk
INV004358,7,45.857142857142854,At-Risk
INV004361,7,61.57142857142857,At-Risk
INV004364,5,80.6,At-Risk
INV004367,5,81.6,At-Risk
INV004372,5,59.2,At-Risk
INV004391,5,57.0,At-Risk
INV004392,5,90.4,At-Risk
INV004400,7,46.57142857142857,At-Risk
INV004401,7,69.85714285714286,At-Risk
INV004403,5,73.6,At-Risk
INV004410,10,40.9,At-Risk
INV004411,5,61.0,At-Risk
INV004412,6,82.33333333333333,At-Risk
INV004413,7,69.0,At-Risk
INV004414,7,53.857142857142854,At-Risk
INV004421,5,90.8,At-Risk
INV004427,10,50.8,At-Risk
INV004434,5,84.6,At-Risk
INV004446,5,65.8,At-Risk
INV004447,6,49.833333333333336,At-Risk
INV004450,5,61.6,At-Risk
INV004451,5,84.0,At-Risk
INV004452,6,81.0,At-Risk
INV004454,5,98.4,At-Risk
INV004455,5,50.0,At-Risk
INV004457,5,81.4,At-Risk
INV004459,6,53.833333333333336,At-Risk
INV004460,8,42.5,At-Risk
INV004463,5,94.8,At-Risk
INV004464,6,62.5,At-Risk
INV004468,6,76.83333333333333,At-Risk
INV004472,6,50.666666666666664,At-Risk
INV004473,6,73.33333333333333,At-Risk
INV004475,6,67.83333333333333,At-Risk
INV004477,7,58.714285714285715,At-Risk
INV004484,5,61.6,At-Risk
INV004502,6,74.5,At-Risk
INV004504,7,55.142857142857146,At-Risk
INV004511,5,37.2,At-Risk
INV004517,5,86.6,At-Risk
INV004521,6,54.5,At-Risk
INV004523,5,87.2,At-Risk
INV004528,6,54.0,At-Risk
INV004531,7,60.0,At-Risk
INV004533,6,55.0,At-Risk
INV004542,6,34.0,Regular
INV004547,6,67.5,At-Risk
INV004555,7,53.142857142857146,At-Risk
INV004560,8,48.375,At-Risk
INV004562,5,83.8,At-Risk
INV004563,6,64.83333333333333,At-Risk
INV004574,7,54.57142857142857,At-Risk
INV004576,5,63.0,At-Risk
INV004579,7,43.857142857142854,At-Risk
INV004581,7,72.14285714285714,At-Risk
INV004589,5,71.4,At-Risk
INV004594,7,59.142857142857146,At-Risk
INV004598,5,84.2,At-Risk
INV004602,8,59.625,At-Risk
INV004607,7,56.0,At-Risk
INV004608,7,55.0,At-Risk
INV004611,6,51.166666666666664,At-Risk
INV004614,5,79.6,At-Risk
INV004617,8,39.25,At-Risk
INV004621,8,54.25,At-Risk
INV004625,5,96.4,At-Risk
INV004629,7,64.57142857142857,At-Risk
INV004630,8,50.625,At-Risk
INV004631,7,64.71428571428571,At-Risk
INV004633,6,78.16666666666667,At-Risk
INV004635,6,58.666666666666664,At-Risk
INV004636,5,75.6,At-Risk
INV004638,6,54.333333333333336,At-Risk
INV004640,6,68.33333333333333,At-Risk
INV004641,5,67.8,At-Risk
INV004642,5,54.8,At-Risk
INV004643,5,50.6,At-Risk
INV004646,6,64.5,At-Risk
INV004647,6,70.66666666666667,At-Risk
INV004650,5,80.8,At-Risk
INV004661,7,69.71428571428571,At-Risk
INV004665,5,83.4,At-Risk
INV004672,6,72.0,At-Risk
INV004680,6,47.166666666666664,At-Risk
INV004682,8,42.25,At-Risk
INV004688,5,77.6,At-Risk
INV004692,5,83.6,At-Risk
INV004701,6,20.0,Regular
INV004704,5,93.8,At-Risk
INV004712,7,48.57142857142857,At-Risk
INV004715,6,56.833333333333336,At-Risk
INV004716,6,74.0,At-Risk
INV004737,9,54.55555555555556,At-Risk
INV004738,5,93.2,At-Risk
INV004741,6,72.33333333333333,At-Risk
INV004753,5,61.4,At-Risk
INV004755,6,61.166666666666664,At-Risk
INV004761,5,71.4,At-Risk
INV004763,6,83.5,At-Risk
INV004764,5,83.0,At-Risk
INV004770,7,72.85714285714286,At-Risk
INV004776,8,57.375,At-Risk
INV004780,6,69.5,At-Risk
INV004785,6,66.16666666666667,At-Risk
INV004787,6,72.33333333333333,At-Risk
INV004798,6,53.666666666666664,At-Risk
INV004804,5,79.2,At-Risk
INV004805,6,44.666666666666664,At-Risk
INV004807,7,36.857142857142854,At-Risk
INV004813,5,62.0,At-Risk
INV004819,6,62.0,At-Risk
INV004825,6,70.0,At-Risk
INV004833,5,65.4,At-Risk
INV004834,8,38.625,At-Risk
INV004840,6,41.0,At-Risk
INV004843,7,50.857142857142854,At-Risk
INV004844,6,66.66666666666667,At-Risk
INV004845,5,81.8,At-Risk
INV004847,6,73.5,At-Risk
INV004848,8,54.125,At-Risk
INV004860,5,78.4,At-Risk
INV004863,6,68.0,At-Risk
INV004864,7,43.285714285714285,At-Risk
INV004865,6,76.33333333333333,At-Risk
INV004868,7,56.0,At-Risk
INV004871,7,69.14285714285714,At-Risk
INV004877,6,80.5,At-Risk
INV004889,6,70.66666666666667,At-Risk
INV004891,7,55.857142857142854,At-Risk
INV004896,5,79.4,At-Risk
INV004901,5,54.6,At-Risk
INV004911,6,63.666666666666664,At-Risk
INV004913,5,87.0,At-Risk
INV004916,6,75.5,At-Risk
INV004917,6,51.0,At-Risk
INV004924,8,59.75,At-Risk
INV004925,6,70.83333333333333,At-Risk
INV004926,7,66.28571428571429,At-Risk
INV004927,6,34.166666666666664,Regular
INV004947,5,45.0,At-Risk
INV004953,6,67.16666666666667,At-Risk
INV004956,7,59.142857142857146,At-Risk
INV004958,6,73.16666666666667,At-Risk
INV004959,5,68.6,At-Risk
INV004967,5,63.2,At-Risk
INV004973,8,55.0,At-Risk
INV004974,7,52.42857142857143,At-Risk
INV004978,6,63.833333333333336,At-Risk
INV004981,7,49.142857142857146,At-Risk
INV004983,6,57.666666666666664,At-Risk
INV004984,6,75.33333333333333,At-Risk
INV004986,6,81.33333333333333,At-Risk
INV004992,6,81.5,At-Risk
INV004996,9,46.333333333333336,At-Risk
INV004997,6,71.0,At-Risk
